ID,name,loc,country,country_id,rank_raw,rank,scholarship,status,research_output,student_faculty_ratio,int_students,size,total_faculty,link,admission_raw,city,tuition_fee_raw,currency,exchange_rate,fee_min,fee_max,fee_avg,fee_min_usd,fee_max_usd,fee_avg_usd
2727,USC Law School,"US, Los Angeles, United States +1",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-southern-california/usc-law-school,,Los Angeles,,,,,,,,,
2728,Birmingham Business School,"University of Birmingham Business School Birmingham, United Kingdom",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-birmingham/birmingham-business-school,,University of Birmingham Business School Birmingham,,,,,,,,,
2729,School of Communication,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/school-communication-public-affairs,,United States ,,,,,,,,,
2730,MBA at CLU,"60 West Olsen Road #3500, Thousand Oaks, US Thousand Oaks, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/california-lutheran-university/mba-clu,,US Thousand Oaks,,,,,,,,,
2731,University of Denver - Daniels College of Business,"Daniels College of Business, 2101 S. University Blvd., Denver, US Denver, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-denver,,US Denver,,,,,,,,,
2732,Lynch School of Education,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/boston-college/lynch-school-education,,United States ,,,,,,,,,
2733,McDonough School of Business,"McDonough School of Business, Washington D.C., United States +1",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/georgetown-university/mcdonough-school-business,,Washington D.C.,,,,,,,,,
2734,College of Engineering,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/purdue-university/college-engineering,,United States ,,,,,,,,,
2735,Antwerp Management School (AMS),"Belgium , Belgium",Belgium,9,,,,,,,,,,https://www.topuniversities.com/universities/antwerp-management-school-ams,,Belgium ,,,,,,,,,
2736,Information Networking Institute,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/carnegie-mellon-university/information-networking-institute,,United States ,,,,,,,,,
2737,Max M. Fisher College of Business,"100 Gerlach Hall, 2108 Neil Ave, Columbus, US Columbus, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/ohio-state-university/max-m-fisher-college-business,,US Columbus,,,,,,,,,
2738,Pepperdine Graziadio Business School,"24255, Pacific Coast Highway, Malibu, US, Malibu, United States +5",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/pepperdine-university/pepperdine-graziadio-business-school,,Malibu,,,,,,,,,
2739,Office for General Enquiry,"Philippines , Philippines",Philippines,78,,,,,,,,,,https://www.topuniversities.com/universities/university-san-carlos/office-general-enquiry,,Philippines ,,,,,,,,,
2740,Hubert Humphrey Institute of Public Affairs,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-minnesota-twin-cities/hubert-humphrey-institute-public-affairs,,United States ,,,,,,,,,
2741,Graduate School of Arts and Sciences,"Rose Hill (RC), Bronx, United States +1",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/fordham-university/graduate-school-arts-sciences,,Bronx,,,,,,,,,
2742,McMaster University - DeGroote School of Business,"Hamilton Campus, Hamilton, Canada +1",Canada,14,,,Yes,,,,,,,https://www.topuniversities.com/universities/mcmaster-university/mcmaster-university-degroote-school-business,,Hamilton,,,,,,,,,
2743,CERAM,"France , France",France,31,,,,,,,,,,https://www.topuniversities.com/universities/skema-double-entry-ceram/ceram,,France ,,,,,,,,,
2744,Ross School of Business,"701 Tappan Street, Ann Arbor, US, Ann Arbor, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/ross-school-business,,Ann Arbor,,,,,,,,,
2745,School of Public Health and Tropical Medicine,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/tulane-university/school-public-health-tropical-medicine,,United States ,,,,,,,,,
2746,IE Business School,"Madrid, Madrid, Spain +2",Spain,91,,,Yes,,,,,,,https://www.topuniversities.com/universities/ie-university/ie-business-school,"BSC:
- GPA: 3.2+
- GMAT: 650+
- ACT: 24+
- SAT: 1200+
- International Baccalaureate: 36+
- Cambridge CAE Advanced: 180+
- TOEFL: 90+
- IELTS: 7+",Madrid,22800,EUR,1.08,22800,22800,22800,24624,24624,24624
2747,Graduate School of Business Administration,"1-52 Leninskie gory, Moscow, 119234, Russia Moscow, Russia",Russia,83,,,,,,,,,,https://www.topuniversities.com/universities/lomonosov-moscow-state-university/graduate-school-business-administration,,Russia Moscow,,,,,,,,,
2748,Smith School of Business,"Canada , Canada",Canada,14,,,,,,,,,,https://www.topuniversities.com/universities/queens-university-kingston/smith-school-business,,Canada ,,,,,,,,,
2749,Aston Business School,"Aston University, Aston Triangle, Birmingham, GB, Birmingham, United Kingdom +2",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/aston-university/aston-business-school,,Birmingham,,,,,,,,,
2750,IUSS Pavia,"Italy , Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/iuss-pavia,,Italy ,,,,,,,,,
2751,UCD Michael Smurfit Graduate Business School,"UCD Michael Smurfit Graduate Business School Dublin, Ireland",Ireland,43,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-college-dublin/ucd-michael-smurfit-graduate-business-school,,UCD Michael Smurfit Graduate Business School Dublin,,,,,,,,,
2752,McCallum Graduate School,"Waltham Campus Waltham, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/mccallum-graduate-school,,Waltham Campus Waltham,,,,,,,,,
2753,Georgetown University Law Center,"37th & O Streets NW, Washington, US Washington, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/georgetown-university/georgetown-university-law-center,,US Washington,,,,,,,,,
2754,Georgetown Public Policy Institute,"3520 Prospect St, NW, Washington, US Washington, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/georgetown-university/georgetown-public-policy-institute,,US Washington,,,,,,,,,
2755,Lancaster University Management School,"Lancaster University Management School, Lancaster University, Lancaster, GB Lancaster, United Kingdom",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/lancaster-university/lancaster-university-management-school,,GB Lancaster,,,,,,,,,
2756,Center for Transportation and Logistics (MIT CTL),"77 Massachusetts Ave., E40-367, Cambridge, US Cambridge, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/massachusetts-institute-technology-mit/center-transportation-logistics-mit-ctl,,US Cambridge,,,,,,,,,
2757,Law School,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/boston-college/law-school,,United States ,,,,,,,,,
2758,Osgoode Hall Law School International LLM Program,"Canada , Canada",Canada,14,,,,,,,,,,https://www.topuniversities.com/universities/york-university/osgoode-hall-law-school-international-llm-program,,Canada ,,,,,,,,,
2759,University of Leicester - School of Management,"University of Leicester, University Road, Leicester, GB Leicester, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/university-leicester/university-leicester-school-management,,GB Leicester,,,,,,,,,
2760,Middlesex - Business School,"The Burroughs, London, GB London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/middlesex-university/middlesex-business-school,,GB London,,,,,,,,,
2761,Weatherhead School of Management,"Peter B. Lewis Building, 11119 Bellflower Suite 150, Cleveland, US Cleveland, United States",United States,104,,,Yes,,,,,,,https://www.topuniversities.com/universities/case-western-reserve-university/weatherhead-school-management,,US Cleveland,,,,,,,,,
2762,Ecole des Ponts Business School,"Ecole des Ponts ParisTech, Paris, France +1",France,31,,,Yes,,,,,,,https://www.topuniversities.com/universities/ecole-des-ponts-paristech/ecole-des-ponts-business-school,"BSC:
- Own admission test: 10+",Paris,,,,,,,,,
2763,John Molson School of Business,"John Molson School of Business Montreal, Canada",Canada,14,,,Yes,,,,,,,https://www.topuniversities.com/universities/concordia-university/john-molson-school-business,"BSC:
- PTE Academic: 61+
- TOEFL: 95+
- GRE: 148+
- IELTS: 8+
- Bachelor GPA: 3+
- Cambridge CAE Advanced: 180+
- GMAT: 580+",John Molson School of Business Montreal,,,,,,,,,
2764,Department of Public Relations,"South Korea , South Korea",South Korea,90,,,,,,,,,,https://www.topuniversities.com/universities/department-public-relations,,South Korea ,,,,,,,,,
2765,School of Pharmacy,"Taiwan , Taiwan",Taiwan,97,,,,,,,,,,https://www.topuniversities.com/universities/national-taiwan-university-ntu/school-pharmacy,,Taiwan ,,,,,,,,,
2766,Office of Vicerector for Research,"Austria , Austria",Austria,4,,,,,,,,,,https://www.topuniversities.com/universities/universit-t-innsbruck/office-vicerector-research,,Austria ,,,,,,,,,
2767,Unit Quality Management and Reporting,"Germany , Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/universit-t-ulm/unit-quality-management-reporting,,Germany ,,,,,,,,,
2768,Rectorate,Czech Republic,Czech Republic,22,,,,,,,,,,https://www.topuniversities.com/universities/czech-technical-university-prague/rectorate,,,,,,,,,,,
2769,School of Economics and Management - Jingji guanli xueyuan,"Tsinghua University, Haidian District, Beijing, CN Beijing, China (Mainland)",China (Mainland),16,,,,,,,,,,https://www.topuniversities.com/universities/tsinghua-university/school-economics-management-jingji-guanli-xueyuan,,CN Beijing,,,,,,,,,
2770,International Relations Office,"South Korea , South Korea",South Korea,90,,,,,,,,,,https://www.topuniversities.com/universities/kaist-korea-advanced-institute-science-technology/international-relations-office,,South Korea ,,,,,,,,,
2771,NUS Business School,"Kent Ridge Campus, Singapore, Singapore +2",Singapore,87,,,Yes,,,,,,,https://www.topuniversities.com/universities/national-university-singapore-nus/nus-business-school,,Singapore,60000,SGD,0.73,60000,60000,60000,43800,43800,43800
2772,Regent's American College London,"United Kingdom , United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/regents-university-london/regents-american-college-london,,United Kingdom ,,,,,,,,,
2773,Warwick Business School,"Warwick Business School, Coventry, United Kingdom +2",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-warwick/warwick-business-school,,Coventry,,,,,,,,,
2774,School of Policy Planning and Development,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-southern-california/school-policy-planning-development,,United States ,,,,,,,,,
2775,University of Pennslyvania Law School,"3400 Chestnut Street, Philadelphia, US Philadelphia, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-pennsylvania/university-pennslyvania-law-school,,US Philadelphia,,,,,,,,,
2776,Tulane University Law School,"Weinmann Hall, 6329 Freret Street, New Orleans, US New Orleans, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/tulane-university/tulane-university-law-school,,US New Orleans,,,,,,,,,
2777,The Graduate School,"Greece , Greece",Greece,35,,,,,,,,,,https://www.topuniversities.com/universities/graduate-school,,Greece ,,,,,,,,,
2778,Teachers' College,"525 W. 120th Street, Box 302, New York, US New York City, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/columbia-university/teachers-college,,US New York City,,,,,,,,,
2779,Sturm College of Law,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-denver/sturm-college-law,,United States ,,,,,,,,,
2780,John Hopkins Carey Business School,"Carey Business School, Baltimore Campus, Baltimore, United States +1",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/johns-hopkins-university/john-hopkins-carey-business-school,"BSC:
- GPA: 3+

MSC:
- GPA: 3+",Baltimore,64000,USD,1,64000,64000,64000,64000,64000,64000
2781,Shanghai University MBA Center,China (Mainland),China (Mainland),16,,,,,,,,,,https://www.topuniversities.com/universities/shanghai-university/shanghai-university-mba-center,,,,,,,,,,,
2782,School of Continuing and Professional Studies,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/new-york-university-nyu/school-continuing-professional-studies,,United States ,,,,,,,,,
2783,Pepperdine University School of Public Policy,"24255 Pacific Coast Hwy, Malibu, US Malibu, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/pepperdine-university/pepperdine-university-school-public-policy,,US Malibu,,,,,,,,,
2784,School of Management,"GB, St Andrews, United Kingdom +1",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/university-st-andrews/school-management,,St Andrews,,,,,,,,,
2785,School of Information Systems and Technology,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/claremont-graduate-university/school-information-systems-technology,,United States ,,,,,,,,,
2786,School of Engineering & Applied Science,"Engineering Quadrangle, Olden Street, Princeton, US Princeton, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/princeton-university/school-engineering-applied-science,,US Princeton,,,,,,,,,
2787,School of Advanced International Studies,"1740 Massachusetts Avenue NW, Suite N200, Washington, US Washington, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/johns-hopkins-university/school-advanced-international-studies,,US Washington,,,,,,,,,
2788,Saïd Business School,"Saïd Business School Oxford, United Kingdom",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-oxford/said-business-school,,Saïd Business School Oxford,,,,,,,,,
2789,Regents Business School London,"United Kingdom , United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/regents-business-school-london,,United Kingdom ,,,,,,,,,
2790,MS Finance Program,"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/ms-finance-program,,United States ,,,,,,,,,
2791,McGeorge School of Law,"3200 Fift Avenue, Sacramento, US Sacramento, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-pacific/mcgeorge-school-law,,US Sacramento,,,,,,,,,
2792,"Faculty of Health, Medicine and Life Sciences","Netherlands , Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/maastricht-university/faculty-health-medicine-life-sciences,,Netherlands ,,,,,,,,,
2793,Mannheim Business School,"Mannheim Business School Mannheim, Germany",Germany,34,,,Yes,,,,,,,https://www.topuniversities.com/universities/universitat-mannheim/mannheim-business-school,,Mannheim Business School Mannheim,,,,,,,,,
2794,The American University in London,"London, GB London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/american-university-london,,GB London,,,,,,,,,
2795,Newbold College,"Bracknell, GB Bracknell, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/newbold-college,,GB Bracknell,,,,,,,,,
2796,"Sotheby's Institute of Art, London","London, GB London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/sothebys-institute-art-london,,GB London,,,,,,,,,
2797,Trinity College of Music,"Greenwich, GB Greenwich, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/trinity-college-music,,GB Greenwich,,,,,,,,,
2798,Huron University USA in London,"London, GB London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/huron-university-usa-london,,GB London,,,,,,,,,
2799,Buckinghamshire Chilterns University College,"High Wycombe, GB High Wycombe, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/buckinghamshire-chilterns-university-college,,GB High Wycombe,,,,,,,,,
2800,London Camberwell College of Arts,"London , GB London , United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/london-camberwell-college-arts,,GB London ,,,,,,,,,
2801,Central Saint Martins - University of the Arts London,"London, GB London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/central-saint-martins-university-arts-london,,GB London,,,,,,,,,
2802,London Chelsea College of Art and Design,"London, GB London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/london-chelsea-college-art-design,,GB London,,,,,,,,,
2803,"Royal Free and University College Medical School, University of London","Bloomsbury Campus London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/royal-free-university-college-medical-school-university-london,,Bloomsbury Campus London,,,,,,,,,
2804,Trinity College Carmarthen,"Carmarthen, GB Carmarthen, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/trinity-college-carmarthen,,GB Carmarthen,,,,,,,,,
2805,University of Worcester,"City Campus, Worcester, United Kingdom +1",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-worcester,"BSC:
- UCAS Tariff: 104+
- IELTS: 6+
- International Baccalaureate: 29+
- GPA: 3+",Worcester,16700,GBP,1.25,16700,16700,16700,20875,20875,20875
2806,University of Chichester,,,,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-chichester,,,,,,,,,,,
2807,"University of Wales, Lampeter","Lampeter, GB Lampeter, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/university-wales-lampeter,,GB Lampeter,,,,,,,,,
2808,Falmouth University,"Falmouth Campus, Falmouth, United Kingdom +1",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/falmouth-university,,Falmouth,19000,GBP,1.25,19000,19000,19000,23750,23750,23750
2809,York St John University,"York Campus, York , United Kingdom +2",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/york-st-john-university,,York ,,,,,,,,,
2810,"Royal Veterinary College , University of London","Camden Campus London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/royal-veterinary-college-university-london,,Camden Campus London,,,,,,,,,
2811,University of Winchester,"Winchester, GB Winchester, United Kingdom",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-winchester,,GB Winchester,,,,,,,,,
2812,Liverpool Hope University,"Hope Park Campus, Liverpool , United Kingdom +1",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/liverpool-hope-university,,Liverpool ,,,,,,,,,
2813,"University of Wales, Newport","Newport, GB Newport, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/university-wales-newport,,GB Newport,,,,,,,,,
2814,Edge Hill University,"Ormskirk, GB Ormskirk, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/edge-hill-university,,GB Ormskirk,,,,,,,,,
2815,University of Bolton,"Bolton, GB Bolton, United Kingdom",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-bolton,"BSC:
- IELTS: 6+
- TOEFL: 72+

MSC:
- GMAT: 580+
- GPA: 2+
- IELTS: 6+
- TOEFL: 79+",GB Bolton,,,,,,,,,
2816,University of Abertay Dundee,"Dundee, GB Dundee, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/university-abertay-dundee,,GB Dundee,,,,,,,,,
2817,"St George's, University of London","London, GB London, United Kingdom",United Kingdom,103,,,,Public,Very High,0,,S,381,https://www.topuniversities.com/universities/st-georges-university-london,,GB London,,,,,,,,,
2818,University of Chester,"Parkgate Road Campus Chester, United Kingdom",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-chester,,Parkgate Road Campus Chester,,,,,,,,,
2819,Solent University Southampton,"East Park Terrace, Southampton , United Kingdom +4",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/solent-university-southampton,,Southampton ,,,,,,,,,
2820,Thames Valley University,"Ealing, GB Ealing, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/thames-valley-university,,GB Ealing,,,,,,,,,
2821,University of Bedfordshire,"Luton Campus, Luton, United Kingdom +1",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/university-bedfordshire,"BSC:
- SAT: 1290+
- IELTS: 6+

MSC:
- IELTS: 6+",Luton,,,,,,,,,
2822,Anglia Ruskin University,"Cambridge Campus, Cambridge, United Kingdom +4",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/anglia-ruskin-university,"BSC:
- IELTS: 6+
- TOEFL: 80+
- PTE Academic: 60+
- International Baccalaureate: 24+",Cambridge,,,,,,,,,
2823,Bath Spa University,"Locksbrook Campus Bath, United Kingdom",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/bath-spa-university,,Locksbrook Campus Bath,,,,,,,,,
2824,Staffordshire University,"Stoke-on-Trent Campus, Stoke-on-Trent, United Kingdom +2",United Kingdom,103,,,Yes,,,,,,,https://www.topuniversities.com/universities/staffordshire-university,,Stoke-on-Trent,,,,,,,,,
2825,University College of Dance,"Stockholm, SE Stockholm, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/university-college-dance,,SE Stockholm,,,,,,,,,
2826,Nordic School of Public Health,"Gteborg, SE, Gothenburg, Sweden +1",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/nordic-school-public-health,,Gothenburg,,,,,,,,,
2827,Royal College of Music in Stockholm,"Stockholm, SE Stockholm, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/royal-college-music-stockholm,,SE Stockholm,,,,,,,,,
2828,School of Design and Crafts,"Gteborg, SE, Gothenburg, Sweden +1",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/school-design-crafts,,Gothenburg,,,,,,,,,
2829,Halmstad University,"Halmstad University Halmstad, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/halmstad-university,,Halmstad University Halmstad,,,,,,,,,
2830,Södertörns University College,"Huddinge, SE Huddinge, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/sodertorns-university-college,,SE Huddinge,,,,,,,,,
2831,Mid Sweden University,"Sundsvall, SE, Sundsvall, Sweden +4",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/mid-sweden-university,,Sundsvall,,,,,,,,,
2832,Swedish University of Agricultural Sciences,"Uppsala, SE Uppsala, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/swedish-university-agricultural-sciences,,SE Uppsala,,,,,,,,,
2833,University of Skövde,"Skvde, SE, Skövde, Sweden +1",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/university-skovde,,Skövde,,,,,,,,,
2834,University College of Boras,"Boras, SE Borås, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/university-college-boras,,SE Borås,,,,,,,,,
2835,Lulea University,"Lulea, SE Luleå, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/lulea-university,,SE Luleå,,,,,,,,,
2836,Universidad Miguel Hernández de Elche,"Elche Campus, ES, Elche, Spain +4",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-miguel-hernandez-de-elche,"BSC:
- Own admission test: 5+",Elche,842,EUR,1.08,842,842,842,909.36,909.36,909.36
2837,Universidad de Las Palmas de Gran Canaria,"C/Juan de Quesada, nº 30, Las Palmas de Gran Canaria, ES Las Palmas de Gran Canaria, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-de-las-palmas-de-gran-canaria,,ES Las Palmas de Gran Canaria,,,,,,,,,
2838,Universidad Pablo de Olavide,"Sevilla, ES Seville, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-pablo-de-olavide,,ES Seville,,,,,,,,,
2839,Universitat Jaume I,"Campus Riu Sec Castelló de la Plana, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universitat-jaume-i,,Campus Riu Sec Castelló de la Plana,,,,,,,,,
2840,Volgograd State University,"Main Campus, Volgograd, Russia +1",Russia,83,,,,Public,High,14,433,M,453,https://www.topuniversities.com/universities/volgograd-state-university,,Volgograd,,,,,,,,,
2841,Fachhochschule Gießen-Friedberg,"Giessen, DE Giessen, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/fachhochschule-giessen-friedberg,,DE Giessen,,,,,,,,,
2842,Universität Flensburg,"Flensburg, DE Flensburg, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/universitat-flensburg,,DE Flensburg,,,,,,,,,
2843,Katholische Universität Eichstätt-Ingolstadt,"Eichsttt, DE, Eichstätt, Germany +1",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/katholische-universitat-eichsttt-ingolstadt,,Eichstätt,,,,,,,,,
2844,Fachhochschule Deggendorf,"Deggendorf, DE Deggendorf, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/fachhochschule-deggendorf,,DE Deggendorf,,,,,,,,,
2845,Brandenburgische Technische Universität Cottbus,"Cottbus, DE Cottbus, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/brandenburgische-technische-universitat-cottbus,,DE Cottbus,,,,,,,,,
2846,Université du Havre,"Le Havre, FR Le Havre, France",France,31,,,,,,,,,,https://www.topuniversities.com/universities/universite-du-havre,,FR Le Havre,,,,,,,,,
2847,Université de Bretagne Occidentale,"3 rue des archives, Brest, FR, Brest, France +1",France,31,,,,,,,,,,https://www.topuniversities.com/universities/universite-de-bretagne-occidentale-ubo,,Brest,,,,,,,,,
2848,Université de Tours,"Tours, FR Tours, France",France,31,,,,,,,,,,https://www.topuniversities.com/universities/universite-de-tours,,FR Tours,,,,,,,,,
2849,Université du Sud - Toulon - Var,"avenue de l'Université, La Garde, FR, La Garde, France +2",France,31,,,,,,,,,,https://www.topuniversities.com/universities/universite-du-sud-toulon-var,,La Garde,,,,,,,,,
2850,Naif Arab University for Security Sciences,"Riyadh, SA Riyadh, Saudi Arabia",Saudi Arabia,84,,,,Public,Low,,0,S,,https://www.topuniversities.com/universities/naif-arab-university-security-sciences,,SA Riyadh,,,,,,,,,
2851,Institute of Public Administration,"Institute of Public Administration Riyadh, Saudi Arabia",Saudi Arabia,84,,,,,Low,,,S,,https://www.topuniversities.com/universities/institute-public-administration,,Institute of Public Administration Riyadh,,,,,,,,,
2852,Pamantasang Ateneo de Manila,"Quezon City, Rockwell, Makati City, PH Quezon City, Philippines",Philippines,78,,,,,,,,,,https://www.topuniversities.com/universities/pamantasang-ateneo-de-manila,,PH Quezon City,,,,,,,,,
2853,Mindanao State University - Iligan Institute of Technology,"Iligan Institute of Technology Iligan, Philippines",Philippines,78,,,,Public,Medium,21,41,M,555,https://www.topuniversities.com/universities/mindanao-state-university-iligan-institute-technology,,Iligan Institute of Technology Iligan,,,,,,,,,
2854,Korea National University of Arts,"Seoul, KR Seoul, South Korea",South Korea,90,,,,,,,,,,https://www.topuniversities.com/universities/korea-national-university-arts,,KR Seoul,,,,,,,,,
2855,Gangneung-Wonju National University,"Gangneung-si, KR Gangneung, South Korea",South Korea,90,,,,Public,High,13,197,M,450,https://www.topuniversities.com/universities/gangneung-wonju-national-university,,KR Gangneung,,,,,,,,,
2856,Hoseo University,"165 Sechul-ri, Baebang-myun, Asan, KR Asan, South Korea",South Korea,90,,,,,,,,,,https://www.topuniversities.com/universities/hoseo-university,,KR Asan,,,,,,,,,
2857,Toyo University,"Hakusan Campus, Tokyo, Japan +6",Japan,47,,,,Private,Medium,25,1989,XL,"1,268",https://www.topuniversities.com/universities/toyo-university,,Tokyo,,,,,,,,,
2858,Royal Institute of Art in Stockholm,"Stockholm, SE Stockholm, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/royal-institute-art-stockholm,,SE Stockholm,,,,,,,,,
2859,"University College of Film, Radio, Television and Theatre","Stockholm, SE Stockholm, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/university-college-film-radio-television-theatre,,SE Stockholm,,,,,,,,,
2860,"Konstfack University of Arts , Crafts and Design","Stockholm, SE Stockholm, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/konstfack-university-arts-crafts-design,,SE Stockholm,,,,,,,,,
2861,Gotland University,"Visby, SE Visby, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/gotland-university,,SE Visby,,,,,,,,,
2862,Kristianstad University,"Kristianstad, SE Kristianstad, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/kristianstad-university,,SE Kristianstad,,,,,,,,,
2863,Karlstad University,"Karlstad, SE Karlstad, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/karlstad-university,,SE Karlstad,,,,,,,,,
