ID,name,loc,country,country_id,rank_raw,rank,scholarship,status,research_output,student_faculty_ratio,int_students,size,total_faculty,link,admission_raw,city,tuition_fee_raw,currency,exchange_rate,fee_min,fee_max,fee_avg,fee_min_usd,fee_max_usd,fee_avg_usd
2864,University of Gävle,"Gvle, SE, Gävle, Sweden +1",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/university-gavle,,Gävle,,,,,,,,,
2865,Växjö University,"Vxj, SE, Växjö, Sweden +1",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/vaxjo-university,,Växjö,,,,,,,,,
2866,University College of Kalmar,"Kalmar, SE Kalmar, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/university-college-kalmar,,SE Kalmar,,,,,,,,,
2867,"Blekinge Institute of Technology, BTH","Karlskrona, SE, Karlskrona, Sweden +1",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/blekinge-institute-technology-bth,,Karlskrona,,,,,,,,,
2868,Jönköping International Business School,"Jonkoping University, P.O. Box 1026, Jönköping, SE, Jönköping, Sweden +1",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/jonkoping-international-business-school,,Jönköping,,,,,,,,,
2869,University College of Mälardalen,"Vasteras, SE Västerås, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/university-college-malardalen,,SE Västerås,,,,,,,,,
2870,Orebro University,"Orebro, SE Örebro, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/orebro-university,,SE Örebro,,,,,,,,,
2871,Universidad Politécnica de Cartagena,"Pza. del Cronista Isidoro Valverde, Edif. La Milagrosa, Cartagena, ES Cartagena, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-politecnica-de-cartagena,,ES Cartagena,,,,,,,,,
2872,Universidad de La Laguna,"Pabellón de Gobierno, C/ Molinos de Agua s/n, La Laguna, ES San Cristóbal de La Laguna, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-de-la-laguna,,ES San Cristóbal de La Laguna,,,,,,,,,
2873,Universidad de Almeria,"Carretera Sacramento s/n, La Cañada de San Urbano, Almeria, ES Almería, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-de-almeria,,ES Almería,,,,,,,,,
2874,Universidad de Extremadura,"Badajoz, ES Badajoz, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-de-extremadura,,ES Badajoz,,,,,,,,,
2875,Universitat de Girona,"Girona, ES Girona, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universitat-de-girona,,ES Girona,,,,,,,,,
2876,Universidad de Cantabria,"Santander, ES Santander, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-de-cantabria,,ES Santander,,,,,,,,,
2877,Universidad de Málaga,"Málaga, ES Málaga, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universidad-de-malaga,,ES Málaga,,,,,,,,,
2878,Universitat de les Illes Balears,"Palma, ES Palma, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/universitat-de-les-illes-balears,,ES Palma,,,,,,,,,
2879,P.G. Demidov Yaroslavl State University,"Sovetskaya Str. 14, Yaroslavl, RU Yaroslavl, Russia",Russia,83,,,,Public,High,0,,S,,https://www.topuniversities.com/universities/pg-demidov-yaroslavl-state-university,,RU Yaroslavl,,,,,,,,,
2880,Petrozavodsk State University,"Main building, Petrozavodsk, Russia +13",Russia,83,,,,Public,Medium,11,453,M,686,https://www.topuniversities.com/universities/petrozavodsk-state-university,,Petrozavodsk,,,,,,,,,
2881,Universitatea Ovidius din Constanta / Ovidius University of Constanta,"Ovidius University of Constanta, Constanța, Romania +1",Romania,82,,,,Public,Medium,0,1114,L,,https://www.topuniversities.com/universities/universitatea-ovidius-din-constanta-ovidius-university-constanta,,Constanța,,,,,,,,,
2882,"""Dunarea de Jos"" University of Galati","Administrative headquarters, Galati, Romania +15",Romania,82,,,,Public,Medium,16,2807,L,764,https://www.topuniversities.com/universities/dunarea-de-jos-university-galati,,Galati,,,,,,,,,
2883,Polytechnic Institute of Lisbon,"Lisbon , PT Lisbon , Portugal",Portugal,80,,,,,,,,,,https://www.topuniversities.com/universities/polytechnic-institute-lisbon,,PT Lisbon ,,,,,,,,,
2884,Portucalense University,"Porto, PT Porto, Portugal",Portugal,80,,,,,,,,,,https://www.topuniversities.com/universities/portucalense-university,,PT Porto,,,,,,,,,
2885,University of Azores,"Ponta Delgada, PT Ponta Delgada, Portugal",Portugal,80,,,,,,,,,,https://www.topuniversities.com/universities/university-azores,,PT Ponta Delgada,,,,,,,,,
2886,University of the Algarve,"Faro, PT Faro, Portugal",Portugal,80,,,,,,,,,,https://www.topuniversities.com/universities/university-algarve,,PT Faro,,,,,,,,,
2887,University of Evora,"Evora, PT Evora, Portugal",Portugal,80,,,,,,,,,,https://www.topuniversities.com/universities/university-evora,,PT Evora,,,,,,,,,
2888,Polytechnic of Porto,"Porto, PT Porto, Portugal",Portugal,80,,,,,,,,,,https://www.topuniversities.com/universities/polytechnic-institute-oporto,,PT Porto,,,,,,,,,
2889,University of Madeira,"Funchal, PT Funchal, Portugal",Portugal,80,,,,,,,,,,https://www.topuniversities.com/universities/madeira-university,,PT Funchal,,,,,,,,,
2890,"Polytechnic University, Warsaw","Warsaw, PL, Warsaw, Poland +1",Poland,79,,,,,,,,,,https://www.topuniversities.com/universities/polytechnic-university-warsaw,,Warsaw,,,,,,,,,
2891,ALYTAUS KOLEGIJA University of Applied Sciences,"Lithuania , Lithuania",Lithuania,56,,,,,,,,,,https://www.topuniversities.com/universities/alytaus-kolegija-university-applied-sciences,,Lithuania ,,,,,,,,,
2892,Lithuanian Sports University,"Kaunas Kaunas, Lithuania",Lithuania,56,,,,,,,,,,https://www.topuniversities.com/universities/lithuanian-sports-university,,Kaunas Kaunas,,,,,,,,,
2893,Klaipeda University,"Klaipeda, LT Klaipeda, Lithuania",Lithuania,56,,,,Public,High,10,194,S,220,https://www.topuniversities.com/universities/klaipeda-university,,LT Klaipeda,,,,,,,,,
2894,"Hanze University of Applied Sciences, Groningen","Groningen, NL Groningen, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/hanze-university-applied-sciences-groningen,,NL Groningen,,,,,,,,,
2895,Design Academy Eindhoven,"Eindhoven, NL Eindhoven, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/design-academy-eindhoven,,NL Eindhoven,,,,,,,,,
2896,Zuyd University,"Heerlen, NL, Heerlen, Netherlands +2",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/zuyd-university,,Heerlen,,,,,,,,,
2897,AVANS University,"Breda, NL Breda, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/avans-university,,NL Breda,,,,,,,,,
2898,Fontys University of Applied Sciences,"Eindhoven, NL Eindhoven, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/fontys-university-applied-sciences,,NL Eindhoven,,,,,,,,,
2899,HAN University of Applied Sciences,"Nijmegen Campus Nijmegen, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/han-university-applied-sciences,,Nijmegen Campus Nijmegen,,,,,,,,,
2900,The Hague University,"Den Haag, NL Den Haag, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/hague-university,,NL Den Haag,,,,,,,,,
2901,INHOLLAND University,"Haarlem, NL Haarlem, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/inholland-university,,NL Haarlem,,,,,,,,,
2902,Utrecht School of the Arts,"Utrecht, NL Utrecht, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/utrecht-school-arts,,NL Utrecht,,,,,,,,,
2903,Molde University College,"Molde, NO Molde, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/molde-university-college,,NO Molde,,,,,,,,,
2904,Norwegian School of Sports Sciences,"Oslo, NO Oslo, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/norwegian-school-sports-sciences,,NO Oslo,,,,,,,,,
2905,Bodo University College,"Bodo, NO Bodo, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/bodo-university-college,,NO Bodo,,,,,,,,,
2906,Lillehammer University College,"Lillehammer, NO Lillehammer, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/lillehammer-university-college,,NO Lillehammer,,,,,,,,,
2907,Volda University College,"Volda, NO Volda, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/volda-university-college,,NO Volda,,,,,,,,,
2908,Bergen University College,"Bergen, NO Bergen, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/bergen-university-college,,NO Bergen,,,,,,,,,
2909,Vestfold University College,"Horten, NO Horten, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/vestfold-university-college,,NO Horten,,,,,,,,,
2910,Oslo University College,"Oslo, NO Oslo, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/oslo-university-college,,NO Oslo,,,,,,,,,
2911,Telemark University College,"Porsgrunn, NO Porsgrunn, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/telemark-university-college,,NO Porsgrunn,,,,,,,,,
2912,Ostfold University College,"Halden, NO Halden, Norway",Norway,74,,,,,,,,,,https://www.topuniversities.com/universities/ostfold-university-college,,NO Halden,,,,,,,,,
2913,Pontificia Universita' Lateranense,"Piazza San Giovanni in Laterano n. 4, Roma, IT Rome, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/pontificia-universita-lateranense,,IT Rome,,,,,,,,,
2914,Università degli Studi di Scienze Gastronomiche,"Piazza Vittorio Emanuele, 9- Località Pollenzo, Bra (CN), IT Pollenzo, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-di-scienze-gastronomiche,,IT Pollenzo,,,,,,,,,
2915,Università Iuav di Venezia,"Università Iuav di Venezia, Venice, Italy +9",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-iuav-di-venezia,,Venice,,,,,,,,,
2916,Universita' degli Studi del Molise,"Via Francesco De Sanctis, 1, Campobasso, IT Campobasso, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-del-molise,,IT Campobasso,,,,,,,,,
2917,Universita' per Stranieri di Perugia,"Piazza Fortebraccio 4, Perugia, IT Perugia, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-stranieri-di-perugia,,IT Perugia,,,,,,,,,
2918,LIUC - Università Cattaneo,"Castellanza Campus Castellanza, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/liuc-universita-cattaneo,,Castellanza Campus Castellanza,,,,,,,,,
2919,"University ""Magna Græcia"" of Catanzaro","Campus ""Salvatore Venuta"", Catanzaro, Italy +1",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universito-degli-studi-magna-graecia-di-catanzaro,,Catanzaro,,,,,,,,,
2920,Universita' degli Studi della Basilicata,"Via Nazario Sauro, 85, Potenza, IT Potenza, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-della-basilicata,,IT Potenza,,,,,,,,,
2921,Università degli Studi dell'Insubria,"Via Ravasi 2, Varese, IT Varese, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universito-degli-studi-dellinsubria,,IT Varese,,,,,,,,,
2922,Università degli Studi Mediterranea di Reggio Calabria,"Salita Melissari, Reggio Calabria, IT Reggio Calabria, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-di-reggio-calabria,,IT Reggio Calabria,,,,,,,,,
2923,Universita' degli Studi del Sannio,"Piazza Guerrazzi, 1, Benevento, IT Benevento, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-del-sannio,,IT Benevento,,,,,,,,,
2924,Università degli Studi di Camerino,"Piazza Cavour 19/f, Camerino (MC), IT Camerino, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-di-camerino,,IT Camerino,,,,,,,,,
2925,Università IULM,"Università IULM, Milan, Milan, Italy +1",Italy,46,,,Yes,,,,,,,https://www.topuniversities.com/universities/universita-iulm,"BSC:
- IELTS: 6+
- TOEFL: 76+
- Cambridge CAE Advanced: 160+
- PTE Academic: 48+
- International Baccalaureate: 24+",Milan,7256,EUR,1.08,7256,7256,7256,7836.48,7836.48,7836.48
2926,Universita' degli Studi Suor Orsola Benincasa,"via Suor Orsola, 10, Napoli, IT Napoli, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-suor-orsola-benincasa,,IT Napoli,,,,,,,,,
2927,"Universita' degli Studi di Napoli ""L'Orientale""","Naples Campus, Naples, Italy +1",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-di-napoli-lorientale,,Naples,,,,,,,,,
2928,Universita' degli Studi dell'Aquila,"Campus Coppito, L'Aquila, Italy +5",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-dellaquila,,L'Aquila,,,,,,,,,
2929,Universita' degli Studi di Sassari,"Piazza Università 21, Sassari, IT Sassari, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-di-sassari,,IT Sassari,,,,,,,,,
2930,Università degli Studi di Urbino Carlo Bo - Carlo Bo University of Urbino,"Carlo Bo University of Urbino Urbino, Italy",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/universita-degli-studi-di-urbino,,Carlo Bo University of Urbino Urbino,,,,,,,,,
2931,National College of Art and Design,"Dublin, IE Dublin, Ireland",Ireland,43,,,,,,,,,,https://www.topuniversities.com/universities/national-college-art-design,,IE Dublin,,,,,,,,,
2932,Hochschule für Technik Stuttgart,"Stuttgart, DE Stuttgart, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/hochschule-fur-technik-stuttgart,,DE Stuttgart,,,,,,,,,
2933,University of Passau,"Passau campus (DE) Passau, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/university-passau,,Passau campus (DE) Passau,212,EUR,1.08,212,212,212,228.96,228.96,228.96
2934,Universität Paderborn,"Paderborn, DE Paderborn, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/universitat-paderborn,,DE Paderborn,,,,,,,,,
2935,Universität Osnabrück,"Osnabrck, DE, Osnabrück, Germany +1",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/universitat-osnabruck,,Osnabrück,,,,,,,,,
2936,Carl von Ossietzky Universität Oldenburg,"Oldenburg, DE Oldenburg, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/carl-von-ossietzky-universitat-oldenburg,,DE Oldenburg,,,,,,,,,
2937,Hochschule Mittweida,"Mittweida, DE Mittweida, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/hochschule-mittweida,,DE Mittweida,,,,,,,,,
2938,Otto-von-Guericke-Universität Magdeburg,"Magdeburg, DE Magdeburg, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/otto-von-guericke-universitat-magdeburg,,DE Magdeburg,,,,,,,,,
2939,Universität zu Lübeck,"Lbeck, DE, Lübeck, Germany +1",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/universitat-zu-lubeck,,Lübeck,,,,,,,,,
2940,"Hochschule für Technik, Wirtschaft und Kultur Leipzig","Leipzig, DE Leipzig, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/hochschule-fur-technik-wirtschaft-und-kultur-leipzig,,DE Leipzig,,,,,,,,,
